year,age,origin,uni,applicants,accepted,party,brexit
2008,17 and under,English students,Northern Irish Universities,10,0,Labour,Pre Brexit
2008,17 and under,English students,Scottish Universities,650,90,Labour,Pre Brexit
2008,17 and under,English students,Welsh Universities,325,40,Labour,Pre Brexit
2008,17 and under,Northern Irish students,English Universities,175,20,Labour,Pre Brexit
2008,17 and under,Northern Irish students,Northern Irish Universities,210,50,Labour,Pre Brexit
2008,17 and under,Northern Irish students,Scottish Universities,100,5,Labour,Pre Brexit
2008,17 and under,Northern Irish students,Welsh Universities,20,0,Labour,Pre Brexit
2008,17 and under,International students,English Universities,22505,2220,Labour,Pre Brexit
2008,17 and under,International students,Northern Irish Universities,70,0,Labour,Pre Brexit
2008,17 and under,International students,Scottish Universities,1955,230,Labour,Pre Brexit
2008,17 and under,International students,Welsh Universities,690,60,Labour,Pre Brexit
2008,17 and under,Scottish students,English Universities,245,40,Labour,Pre Brexit
2008,17 and under,Scottish students,Scottish Universities,7270,1090,Labour,Pre Brexit
2008,17 and under,Scottish students,Welsh Universities,10,0,Labour,Pre Brexit
2008,17 and under,Welsh students,English Universities,280,30,Labour,Pre Brexit
2008,17 and under,Welsh students,Scottish Universities,20,0,Labour,Pre Brexit
2008,17 and under,Welsh students,Welsh Universities,160,30,Labour,Pre Brexit
2008,18,European students,English Universities,62320,7750,Labour,Pre Brexit
2008,18,European students,Northern Irish Universities,2455,325,Labour,Pre Brexit
2008,18,European students,Scottish Universities,11920,1340,Labour,Pre Brexit
2008,18,European students,Welsh Universities,2520,310,Labour,Pre Brexit
2008,18,English students,English Universities,1735660,293995,Labour,Pre Brexit
2008,18,English students,Northern Irish Universities,1780,260,Labour,Pre Brexit
2008,18,English students,Scottish Universities,52340,5090,Labour,Pre Brexit
2008,18,English students,Welsh Universities,55205,9850,Labour,Pre Brexit
2008,18,Northern Irish students,English Universities,29960,3700,Labour,Pre Brexit
2008,18,Northern Irish students,Northern Irish Universities,58880,11140,Labour,Pre Brexit
2008,18,Northern Irish students,Scottish Universities,13900,1500,Labour,Pre Brexit
2008,18,Northern Irish students,Welsh Universities,1300,125,Labour,Pre Brexit
2008,18,International students,English Universities,98560,11540,Labour,Pre Brexit
2008,18,International students,Northern Irish Universities,255,25,Labour,Pre Brexit
2008,18,International students,Scottish Universities,8575,1170,Labour,Pre Brexit
2008,18,International students,Welsh Universities,3090,385,Labour,Pre Brexit
2008,18,Scottish students,English Universities,9240,1125,Labour,Pre Brexit
2008,18,Scottish students,Northern Irish Universities,160,15,Labour,Pre Brexit
2008,18,Scottish students,Scottish Universities,142300,24885,Labour,Pre Brexit
2008,18,Scottish students,Welsh Universities,210,30,Labour,Pre Brexit
2008,18,Welsh students,English Universities,46210,5780,Labour,Pre Brexit
2008,18,Welsh students,Northern Irish Universities,85,5,Labour,Pre Brexit
2008,18,Welsh students,Scottish Universities,1530,130,Labour,Pre Brexit
2008,18,Welsh students,Welsh Universities,50820,11745,Labour,Pre Brexit
2008,19,European students,English Universities,52545,6935,Labour,Pre Brexit
2008,19,European students,Northern Irish Universities,890,120,Labour,Pre Brexit
2008,19,European students,Scottish Universities,10065,1485,Labour,Pre Brexit
2008,19,European students,Welsh Universities,1985,300,Labour,Pre Brexit
2008,19,English students,English Universities,578850,107555,Labour,Pre Brexit
2008,19,English students,Northern Irish Universities,640,95,Labour,Pre Brexit
2008,19,English students,Scottish Universities,13530,1720,Labour,Pre Brexit
2008,19,English students,Welsh Universities,15900,2955,Labour,Pre Brexit
2008,19,Northern Irish students,English Universities,6150,925,Labour,Pre Brexit
2008,19,Northern Irish students,Northern Irish Universities,10070,2005,Labour,Pre Brexit
2008,19,Northern Irish students,Scottish Universities,1900,240,Labour,Pre Brexit
2008,19,Northern Irish students,Welsh Universities,240,30,Labour,Pre Brexit
2008,19,International students,English Universities,92300,11185,Labour,Pre Brexit
2008,19,International students,Northern Irish Universities,320,20,Labour,Pre Brexit
2008,19,International students,Scottish Universities,5710,710,Labour,Pre Brexit
2008,19,International students,Welsh Universities,2685,330,Labour,Pre Brexit
2008,19,Scottish students,English Universities,4150,660,Labour,Pre Brexit
2008,19,Scottish students,Northern Irish Universities,60,0,Labour,Pre Brexit
2008,19,Scottish students,Scottish Universities,26095,4945,Labour,Pre Brexit
2008,19,Scottish students,Welsh Universities,120,30,Labour,Pre Brexit
2008,19,Welsh students,English Universities,12460,1955,Labour,Pre Brexit
2008,19,Welsh students,Northern Irish Universities,25,0,Labour,Pre Brexit
2008,19,Welsh students,Scottish Universities,360,40,Labour,Pre Brexit
2008,19,Welsh students,Welsh Universities,13495,3370,Labour,Pre Brexit
2008,20,European students,English Universities,24880,3690,Labour,Pre Brexit
2008,20,European students,Northern Irish Universities,500,60,Labour,Pre Brexit
2008,20,European students,Scottish Universities,5690,1190,Labour,Pre Brexit
2008,20,European students,Welsh Universities,770,165,Labour,Pre Brexit
2008,20,English students,English Universities,200450,37680,Labour,Pre Brexit
2008,20,English students,Northern Irish Universities,230,30,Labour,Pre Brexit
2008,20,English students,Scottish Universities,2630,310,Labour,Pre Brexit
2008,20,English students,Welsh Universities,4285,790,Labour,Pre Brexit
2008,20,Northern Irish students,English Universities,2590,390,Labour,Pre Brexit
2008,20,Northern Irish students,Northern Irish Universities,4230,850,Labour,Pre Brexit
2008,20,Northern Irish students,Scottish Universities,760,100,Labour,Pre Brexit
2008,20,Northern Irish students,Welsh Universities,90,10,Labour,Pre Brexit
2008,20,International students,English Universities,47990,6000,Labour,Pre Brexit
2008,20,International students,Northern Irish Universities,200,25,Labour,Pre Brexit
2008,20,International students,Scottish Universities,3015,445,Labour,Pre Brexit
2008,20,International students,Welsh Universities,1835,270,Labour,Pre Brexit
2008,20,Scottish students,English Universities,2370,375,Labour,Pre Brexit
2008,20,Scottish students,Northern Irish Universities,30,0,Labour,Pre Brexit
2008,20,Scottish students,Scottish Universities,15370,3195,Labour,Pre Brexit
2008,20,Scottish students,Welsh Universities,85,10,Labour,Pre Brexit
2008,20,Welsh students,English Universities,3995,690,Labour,Pre Brexit
2008,20,Welsh students,Northern Irish Universities,10,0,Labour,Pre Brexit
2008,20,Welsh students,Scottish Universities,120,5,Labour,Pre Brexit
2008,20,Welsh students,Welsh Universities,4950,1310,Labour,Pre Brexit
2008,21 - 24,European students,English Universities,32255,5115,Labour,Pre Brexit
2008,21 - 24,European students,Northern Irish Universities,950,130,Labour,Pre Brexit
2008,21 - 24,European students,Scottish Universities,8750,1970,Labour,Pre Brexit
2008,21 - 24,European students,Welsh Universities,1390,240,Labour,Pre Brexit
2008,21 - 24,English students,English Universities,253720,47685,Labour,Pre Brexit
2008,21 - 24,English students,Northern Irish Universities,360,50,Labour,Pre Brexit
2008,21 - 24,English students,Scottish Universities,3340,385,Labour,Pre Brexit
2008,21 - 24,English students,Welsh Universities,4975,840,Labour,Pre Brexit
2008,21 - 24,Northern Irish students,English Universities,3545,530,Labour,Pre Brexit
2008,21 - 24,Northern Irish students,Northern Irish Universities,6220,1140,Labour,Pre Brexit
2008,21 - 24,Northern Irish students,Scottish Universities,940,105,Labour,Pre Brexit
2008,21 - 24,Northern Irish students,Welsh Universities,145,15,Labour,Pre Brexit
2008,21 - 24,International students,English Universities,54340,6595,Labour,Pre Brexit
2008,21 - 24,International students,Northern Irish Universities,360,20,Labour,Pre Brexit
2008,21 - 24,International students,Scottish Universities,4810,850,Labour,Pre Brexit
2008,21 - 24,International students,Welsh Universities,2335,330,Labour,Pre Brexit
2008,21 - 24,Scottish students,English Universities,3525,530,Labour,Pre Brexit
2008,21 - 24,Scottish students,Northern Irish Universities,50,5,Labour,Pre Brexit
2008,21 - 24,Scottish students,Scottish Universities,25430,5455,Labour,Pre Brexit
2008,21 - 24,Scottish students,Welsh Universities,180,20,Labour,Pre Brexit
2008,21 - 24,Welsh students,English Universities,5830,850,Labour,Pre Brexit
2008,21 - 24,Welsh students,Northern Irish Universities,15,0,Labour,Pre Brexit
2008,21 - 24,Welsh students,Scottish Universities,150,5,Labour,Pre Brexit
2008,21 - 24,Welsh students,Welsh Universities,7100,1870,Labour,Pre Brexit
2008,25 - 29,European students,English Universities,7325,1135,Labour,Pre Brexit
2008,25 - 29,European students,Northern Irish Universities,240,40,Labour,Pre Brexit
2008,25 - 29,European students,Scottish Universities,1630,340,Labour,Pre Brexit
2008,25 - 29,European students,Welsh Universities,450,75,Labour,Pre Brexit
2008,25 - 29,English students,English Universities,105945,21400,Labour,Pre Brexit
2008,25 - 29,English students,Northern Irish Universities,120,10,Labour,Pre Brexit
2008,25 - 29,English students,Scottish Universities,1210,150,Labour,Pre Brexit
2008,25 - 29,English students,Welsh Universities,1690,250,Labour,Pre Brexit
2008,25 - 29,Northern Irish students,English Universities,780,115,Labour,Pre Brexit
2008,25 - 29,Northern Irish students,Northern Irish Universities,2210,410,Labour,Pre Brexit
2008,25 - 29,Northern Irish students,Scottish Universities,220,25,Labour,Pre Brexit
2008,25 - 29,Northern Irish students,Welsh Universities,60,5,Labour,Pre Brexit
2008,25 - 29,International students,English Universities,18350,2130,Labour,Pre Brexit
2008,25 - 29,International students,Northern Irish Universities,145,0,Labour,Pre Brexit
2008,25 - 29,International students,Scottish Universities,2435,370,Labour,Pre Brexit
2008,25 - 29,International students,Welsh Universities,730,100,Labour,Pre Brexit
2008,25 - 29,Scottish students,English Universities,1695,240,Labour,Pre Brexit
2008,25 - 29,Scottish students,Northern Irish Universities,40,0,Labour,Pre Brexit
2008,25 - 29,Scottish students,Scottish Universities,9880,2340,Labour,Pre Brexit
2008,25 - 29,Scottish students,Welsh Universities,75,10,Labour,Pre Brexit
2008,25 - 29,Welsh students,English Universities,1525,220,Labour,Pre Brexit
2008,25 - 29,Welsh students,Scottish Universities,50,5,Labour,Pre Brexit
2008,25 - 29,Welsh students,Welsh Universities,3400,940,Labour,Pre Brexit
2008,30 - 34,European students,English Universities,1610,210,Labour,Pre Brexit
2008,30 - 34,European students,Northern Irish Universities,90,20,Labour,Pre Brexit
2008,30 - 34,European students,Scottish Universities,260,50,Labour,Pre Brexit
2008,30 - 34,European students,Welsh Universities,105,25,Labour,Pre Brexit
2008,30 - 34,English students,English Universities,54430,11400,Labour,Pre Brexit
2008,30 - 34,English students,Northern Irish Universities,30,0,Labour,Pre Brexit
2008,30 - 34,English students,Scottish Universities,490,30,Labour,Pre Brexit
2008,30 - 34,English students,Welsh Universities,560,90,Labour,Pre Brexit
2008,30 - 34,Northern Irish students,English Universities,230,20,Labour,Pre Brexit
2008,30 - 34,Northern Irish students,Northern Irish Universities,1020,220,Labour,Pre Brexit
2008,30 - 34,Northern Irish students,Scottish Universities,50,5,Labour,Pre Brexit
2008,30 - 34,Northern Irish students,Welsh Universities,15,0,Labour,Pre Brexit
2008,30 - 34,International students,English Universities,5260,605,Labour,Pre Brexit
2008,30 - 34,International students,Northern Irish Universities,50,0,Labour,Pre Brexit
2008,30 - 34,International students,Scottish Universities,805,115,Labour,Pre Brexit
2008,30 - 34,International students,Welsh Universities,260,25,Labour,Pre Brexit
2008,30 - 34,Scottish students,English Universities,525,75,Labour,Pre Brexit
2008,30 - 34,Scottish students,Northern Irish Universities,10,0,Labour,Pre Brexit
2008,30 - 34,Scottish students,Scottish Universities,3840,970,Labour,Pre Brexit
2008,30 - 34,Scottish students,Welsh Universities,30,0,Labour,Pre Brexit
2008,30 - 34,Welsh students,English Universities,580,90,Labour,Pre Brexit
2008,30 - 34,Welsh students,Scottish Universities,30,10,Labour,Pre Brexit
2008,30 - 34,Welsh students,Welsh Universities,1865,520,Labour,Pre Brexit
2008,35 and over,European students,English Universities,1020,140,Labour,Pre Brexit
2008,35 and over,European students,Northern Irish Universities,70,20,Labour,Pre Brexit
2008,35 and over,European students,Scottish Universities,150,25,Labour,Pre Brexit
2008,35 and over,European students,Welsh Universities,70,10,Labour,Pre Brexit
2008,35 and over,English students,English Universities,85270,21000,Labour,Pre Brexit
2008,35 and over,English students,Northern Irish Universities,55,5,Labour,Pre Brexit
2008,35 and over,English students,Scottish Universities,410,50,Labour,Pre Brexit
2008,35 and over,English students,Welsh Universities,665,80,Labour,Pre Brexit
2008,35 and over,Northern Irish students,English Universities,120,20,Labour,Pre Brexit
2008,35 and over,Northern Irish students,Northern Irish Universities,1930,425,Labour,Pre Brexit
2008,35 and over,Northern Irish students,Scottish Universities,45,0,Labour,Pre Brexit
2008,35 and over,Northern Irish students,Welsh Universities,10,0,Labour,Pre Brexit
2008,35 and over,International students,English Universities,3960,430,Labour,Pre Brexit
2008,35 and over,International students,Northern Irish Universities,35,0,Labour,Pre Brexit
2008,35 and over,International students,Scottish Universities,400,60,Labour,Pre Brexit
2008,35 and over,International students,Welsh Universities,220,30,Labour,Pre Brexit
2008,35 and over,Scottish students,English Universities,370,45,Labour,Pre Brexit
2008,35 and over,Scottish students,Scottish Universities,5770,1670,Labour,Pre Brexit
2008,35 and over,Scottish students,Welsh Universities,20,0,Labour,Pre Brexit
2008,35 and over,Welsh students,English Universities,590,110,Labour,Pre Brexit
2008,35 and over,Welsh students,Northern Irish Universities,10,0,Labour,Pre Brexit
